-38.826, -76.986, 0.844, 5 
-38.811, -76.977, 0.845, 4 
-38.796, -76.970, 0.847, 4 
-38.801, -76.932, 1.001, 4 
-38.883, -76.992, 1.220, 2 
-38.824, -76.967, 1.077, 2 
-38.886, -77.009, 1.218, 2 
-38.818, -76.962, 1.158, 2 
-38.860, -77.009, 1.225, 2 
-38.854, -77.014, 1.226, 2 
-38.729, -76.971, 0.857, 4 
-38.745, -76.970, 0.934, 1 
-38.725, -76.898, 1.098, 2 
-38.812, -76.946, 1.323, 2 
-38.708, -76.957, 0.859, 4 
-38.739, -76.975, 0.936, 1 
-38.780, -76.962, 1.167, 2 
-38.680, -76.994, 0.626, 5 
-38.727, -76.993, 0.860, 4 
-38.734, -76.979, 0.937, 1 
-38.746, -76.974, 1.014, 4 
-38.806, -77.008, 1.160, 2 
-38.675, -76.999, 0.628, 5 
-38.829, -77.017, 1.233, 3 
-38.737, -77.017, 0.861, 4 
-38.752, -77.016, 0.936, 1 
-38.794, -77.048, 1.007, 3 
-38.804, -77.038, 1.082, 2 
-38.651, -76.982, 0.627, 5 
-38.758, -76.935, 1.255, 2 
-38.645, -76.955, 0.705, 4 
-38.705, -76.991, 0.863, 4 
-38.744, -77.017, 0.938, 1 
-38.822, -77.095, 1.004, 6 
-38.753, -76.987, 1.093, 2 
-38.762, -76.976, 1.171, 2 
-38.670, -77.018, 0.631, 5 
-38.702, -77.037, 0.711, 3 
-38.758, -76.924, 1.340, 2 
-38.735, -77.039, 0.863, 4 
-38.756, -77.044, 0.937, 2 
-38.778, -77.051, 1.011, 3 
-38.755, -77.001, 1.093, 2 
-38.766, -76.994, 1.170, 2 
-38.682, -77.044, 0.635, 5 
-38.820, -77.042, 1.234, 2 
-38.684, -77.026, 0.711, 3 
-38.761, -76.942, 1.338, 2 
-38.654, -76.973, 0.788, 4 
-38.739, -77.056, 0.864, 3 
-38.749, -77.047, 0.939, 2 
-38.742, -77.018, 1.016, 4 
-38.737, -76.990, 1.096, 2 
-38.770, -77.011, 1.168, 2 
-38.661, -77.031, 0.635, 5 
-38.824, -77.058, 1.232, 2 
-38.691, -77.046, 0.713, 3 
-38.648, -76.978, 0.789, 4 
-38.744, -77.073, 0.865, 3 
-38.759, -77.072, 0.939, 2 
-38.767, -77.060, 1.013, 3 
-38.746, -77.014, 1.095, 2 
-38.772, -77.025, 1.168, 2 
-38.639, -77.018, 0.634, 5 
-38.773, -77.004, 1.248, 2 
-38.685, -77.051, 0.715, 3 
-38.706, -77.060, 0.792, 3 
-38.726, -77.064, 0.867, 5 
-38.755, -77.078, 0.940, 2 
-38.781, -77.090, 1.012, 3 
-38.776, -77.064, 1.089, 3 
-38.784, -77.053, 1.164, 2 
-38.633, -77.023, 0.636, 5 
-38.768, -77.011, 1.249, 3 
-38.679, -77.056, 0.716, 3 
-38.734, -76.944, 1.346, 2 
-38.677, -77.037, 0.793, 4 
-38.710, -77.057, 0.868, 6 
-38.750, -77.085, 0.941, 3 
-38.760, -77.076, 1.015, 3 
-38.754, -77.048, 1.093, 3 
-38.774, -77.052, 1.167, 2 
-38.651, -77.055, 0.640, 5 
-38.767, -77.022, 1.249, 3 
-38.765, -76.997, 1.333, 3 
-38.664, -77.032, 0.794, 4 
-38.717, -77.075, 0.869, 5 
-38.734, -77.075, 0.943, 3 
-38.760, -77.087, 1.016, 3 
-38.758, -77.064, 1.093, 3 
-38.789, -77.081, 1.163, 2 
-38.627, -77.038, 0.639, 5 
-38.761, -77.025, 1.251, 3 
-38.761, -77.003, 1.333, 3 
-38.650, -77.028, 0.795, 4 
-38.706, -77.073, 0.871, 5 
-38.742, -77.097, 0.943, 3 
-38.753, -77.090, 1.017, 3 
-38.756, -77.073, 1.093, 3 
-38.762, -77.059, 1.170, 2 
-38.634, -77.058, 0.642, 5 
-38.776, -77.055, 1.245, 3 
-38.662, -77.070, 0.720, 3 
-38.766, -77.021, 1.331, 3 
-38.655, -77.045, 0.797, 4 
-38.682, -77.057, 0.873, 6 
-38.746, -77.112, 0.944, 3 
-38.758, -77.107, 1.017, 4 
-38.518, -76.983, 0.468, 6 
-38.749, -77.076, 1.095, 5 
-38.529, -76.973, 0.551, 5 
-38.778, -77.090, 1.166, 3 
-38.607, -77.040, 0.641, 5 
-38.796, -77.092, 1.238, 6 
-38.620, -77.033, 0.719, 4 
-38.774, -77.043, 1.327, 2 
-38.667, -77.072, 0.798, 4 
-38.690, -77.077, 0.874, 6 
-38.720, -77.093, 0.947, 3 
-38.741, -77.098, 1.020, 5 
-38.544, -77.023, 0.476, 6 
-38.743, -77.081, 1.096, 5 
-38.523, -76.978, 0.552, 5 
-38.785, -77.110, 1.164, 5 
-38.577, -77.018, 0.639, 6 
-38.778, -77.082, 1.244, 3 
-38.651, -77.080, 0.723, 3 
-38.771, -77.051, 1.327, 2 
-38.648, -77.062, 0.800, 4 
-38.669, -77.066, 0.876, 6 
-38.704, -77.087, 0.950, 3 
-38.725, -77.091, 1.023, 5 
-38.712, -77.056, 1.103, 5 
-38.516, -76.984, 0.554, 5 
-38.774, -77.109, 1.166, 4 
-38.590, -77.044, 0.643, 5 
-38.781, -77.098, 1.242, 4 
-38.578, -77.011, 0.721, 4 
-38.738, -77.023, 1.339, 2 
-38.652, -77.079, 0.801, 4 
-38.666, -77.074, 0.877, 6 
-38.726, -77.124, 0.948, 4 
-38.733, -77.113, 1.022, 5 
-38.740, -77.100, 1.097, 4 
-38.510, -76.989, 0.555, 5 
-38.761, -77.105, 1.170, 5 
-38.581, -77.047, 0.644, 5 
-38.775, -77.102, 1.244, 5 
-38.561, -77.005, 0.721, 4 
-38.781, -77.089, 1.322, 2 
-38.712, -77.311, 0.239, 2 
-38.637, -77.072, 0.802, 4 
-38.661, -77.078, 0.878, 8 
-38.679, -77.080, 0.954, 3 
-38.723, -77.111, 1.024, 5 
-38.545, -77.059, 0.485, 5 
-38.799, -77.180, 1.085, 11 
-38.741, -77.091, 1.175, 4 
-38.568, -77.042, 0.645, 6 
-38.766, -77.101, 1.247, 5 
-38.591, -77.048, 0.725, 4 
-38.688, -76.984, 1.357, 2 
-38.616, -77.060, 0.804, 4 
-38.642, -77.068, 0.880, 8 
-38.684, -77.097, 0.954, 3 
-38.702, -77.098, 1.028, 7 
-38.488, -77.010, 0.475, 6 
-38.728, -77.108, 1.100, 5 
-38.498, -77.000, 0.558, 5 
-38.735, -77.096, 1.176, 4 
-38.548, -77.033, 0.645, 6 
-38.746, -77.089, 1.252, 4 
-38.545, -77.009, 0.724, 4 
-38.608, -77.062, 0.805, 4 
-38.625, -77.062, 0.882, 9 
-38.676, -77.099, 0.955, 5 
-38.704, -77.112, 1.028, 7 
-38.473, -77.007, 0.475, 6 
-38.698, -77.084, 1.107, 5 
-38.492, -77.005, 0.560, 5 
-38.730, -77.101, 1.178, 5 
-38.553, -77.050, 0.647, 6 
-38.741, -77.094, 1.254, 5 
-38.555, -77.032, 0.726, 4 
-38.590, -77.054, 0.806, 4 
-38.646, -77.256, 0.295, 2 
-38.624, -77.072, 0.883, 11 
-38.673, -77.107, 0.957, 5 
-38.746, -77.171, 1.022, 4 
-38.492, -77.038, 0.482, 6 
-38.690, -77.086, 1.109, 5 
-38.554, -77.083, 0.572, 4 
-38.719, -77.100, 1.180, 4 
-38.536, -77.044, 0.648, 6 
-38.734, -77.097, 1.255, 5 
-38.538, -77.025, 0.727, 4 
-38.577, -77.053, 0.808, 4 
-38.633, -77.095, 0.884, 10 
-38.633, -77.074, 0.962, 5 
-38.692, -77.121, 1.031, 3 
-38.433, -76.990, 0.473, 7 
-38.668, -77.074, 1.113, 5 
-38.515, -77.054, 0.568, 4 
-38.713, -77.105, 1.182, 4 
-38.541, -77.061, 0.650, 6 
-38.719, -77.092, 1.260, 4 
-38.564, -77.066, 0.730, 4 
-38.571, -77.058, 0.809, 4 
-38.635, -77.266, 0.298, 2 
-38.613, -77.084, 0.886, 9 
-38.642, -77.095, 0.961, 5 
-38.676, -77.114, 1.034, 3 
-38.427, -76.995, 0.474, 7 
-38.657, -77.073, 1.116, 5 
-38.501, -77.051, 0.568, 4 
-38.702, -77.104, 1.185, 4 
-38.494, -77.023, 0.648, 6 
-38.704, -77.085, 1.264, 5 
-38.556, -77.069, 0.732, 4 
-38.558, -77.054, 0.811, 4 
-38.589, -77.068, 0.889, 9 
-38.635, -77.099, 0.963, 5 
-38.657, -77.103, 1.037, 4 
-38.457, -77.037, 0.483, 6 
-38.655, -77.080, 1.116, 5 
-38.496, -77.056, 0.570, 4 
-38.698, -77.109, 1.186, 5 
-38.478, -77.017, 0.648, 7 
-38.695, -77.085, 1.267, 5 
-38.501, -77.021, 0.730, 4 
-38.547, -77.054, 0.812, 5 
-38.578, -77.067, 0.890, 7 
-38.624, -77.098, 0.965, 5 
-38.641, -77.097, 1.041, 4 
-38.435, -77.026, 0.481, 6 
-38.649, -77.086, 1.118, 5 
-38.434, -77.004, 0.563, 5 
-38.684, -77.105, 1.189, 5 
-38.518, -77.071, 0.654, 6 
-38.686, -77.086, 1.269, 5 
-38.501, -77.033, 0.732, 4 
-38.549, -77.068, 0.814, 4 
-38.670, -77.329, 0.319, 2 
-38.564, -77.064, 0.892, 7 
-38.605, -77.088, 0.968, 5 
-38.673, -77.143, 1.036, 3 
-38.429, -77.032, 0.482, 6 
-38.641, -77.088, 1.120, 6 
-38.434, -77.016, 0.565, 5 
-38.674, -77.104, 1.192, 5 
-38.496, -77.059, 0.654, 6 
-38.719, -77.135, 1.258, 6 
-38.520, -77.064, 0.735, 4 
-38.524, -77.053, 0.815, 5 
-38.564, -77.075, 0.893, 9 
-38.607, -77.259, 0.374, 3 
-38.613, -77.108, 0.968, 3 
-38.636, -77.269, 0.454, 4 
-38.681, -77.163, 1.035, 3 
-38.431, -77.046, 0.486, 6 
-38.638, -77.096, 1.121, 5 
-38.439, -77.033, 0.568, 5 
-38.671, -77.112, 1.193, 5 
-38.496, -77.070, 0.656, 9 
-38.676, -77.098, 1.272, 5 
-38.506, -77.061, 0.736, 4 
-38.515, -77.056, 0.817, 7 
-38.660, -77.339, 0.322, 2 
-38.547, -77.069, 0.895, 7 
-38.641, -77.150, 0.966, 2 
-38.630, -77.274, 0.455, 4 
-38.667, -77.160, 1.038, 3 
-38.638, -77.108, 1.121, 3 
-38.458, -77.064, 0.574, 4 
-38.645, -77.096, 1.199, 6 
-38.466, -77.052, 0.655, 6 
-38.663, -77.095, 1.276, 3 
-38.516, -77.084, 0.738, 4 
-38.515, -77.067, 0.818, 7 
-38.654, -77.344, 0.323, 2 
-38.546, -77.081, 0.897, 7 
-38.639, -77.159, 0.967, 2 
-38.646, -77.147, 1.042, 3 
-38.672, -77.309, 0.537, 2 
-38.722, -77.211, 1.104, 3 
-38.652, -77.114, 1.197, 6 
-38.464, -77.062, 0.657, 6 
-38.538, -77.118, 0.741, 3 
-38.507, -77.069, 0.819, 5 
-38.670, -77.367, 0.331, 2 
-38.523, -77.067, 0.899, 7 
-38.634, -77.163, 0.968, 1 
-38.620, -77.284, 0.457, 4 
-38.657, -77.169, 1.041, 3 
-38.668, -77.313, 0.538, 2 
-38.728, -77.227, 1.103, 5 
-38.642, -77.113, 1.200, 4 
-38.543, -77.152, 0.666, 5 
-38.695, -77.153, 1.264, 2 
-38.637, -77.229, 0.747, 4 
-38.620, -77.047, 1.373, 2 
-38.647, -77.372, 0.255, 2 
-38.519, -77.093, 0.821, 4 
-38.665, -77.372, 0.332, 2 
-38.561, -77.117, 0.898, 4 
-38.653, -77.194, 0.967, 1 
-38.652, -77.324, 0.467, 3 
-38.636, -77.157, 1.045, 3 
-38.663, -77.318, 0.539, 2 
-38.756, -77.268, 1.097, 4 
-38.628, -77.265, 0.604, 2 
-38.639, -77.121, 1.201, 3 
-38.748, -77.222, 1.247, 2 
-38.611, -77.212, 0.747, 6 
-38.642, -77.377, 0.256, 2 
-38.660, -77.377, 0.333, 2 
-38.625, -77.194, 0.895, 3 
-38.663, -77.362, 0.403, 2 
-38.615, -77.165, 0.971, 1 
-38.741, -77.419, 0.491, 2 
-38.644, -77.177, 1.044, 3 
-38.658, -77.323, 0.541, 2 
-38.710, -77.228, 1.107, 2 
-38.648, -77.295, 0.609, 2 
-38.691, -77.189, 1.187, 2 
-38.654, -77.284, 0.680, 2 
